Age,Income,Risk_Tolerance,Investment_Goal_Encoded,Experience_Years,User_Class
44,350000,7,2,10,Moderate
37,1314752,5,3,16,Moderate
52,1247352,10,1,31,Aggressive
43,761489,6,1,22,Moderate
44,900000,4,1,5,Moderate
34,1481925,5,3,13,Moderate
29,313766,9,3,8,Aggressive
50,1331399,7,2,29,Moderate
41,261550,5,0,20,Moderate
62,2000000,7,2,10,Aggressive
41,4789490,10,2,20,Aggressive
22,1443312,3,2,1,Moderate
20,442301,2,2,0,Conservative
62,350000,7,1,5,Moderate
66,393297,10,1,45,Aggressive
24,4510907,7,1,3,Aggressive
44,2000000,8,1,0,Aggressive
38,1011498,3,1,17,Conservative
63,571638,2,3,42,Conservative
46,1334975,6,2,25,Moderate
25,1399149,1,1,4,Conservative
63,1137721,1,3,42,Conservative
43,216609,7,2,22,Moderate
50,792135,7,1,29,Moderate
24,1266277,2,1,3,Conservative
44,963834,4,3,23,Moderate
43,999923,5,0,22,Moderate
41,399150,7,2,20,Moderate
50,649580,6,2,29,Moderate
20,612237,2,2,0,Conservative
51,422769,10,2,30,Aggressive
34,4110366,3,2,13,Moderate
49,3275148,2,0,28,Conservative
55,704051,2,3,34,Conservative
33,528554,2,2,12,Conservative
62,350000,6,2,10,Moderate
41,854339,3,3,20,Moderate
48,608320,5,3,27,Moderate
37,2361051,4,1,16,Moderate
52,519741,3,1,31,Conservative
32,676337,8,2,11,Moderate
55,3920446,7,1,34,Moderate
35,259383,7,1,14,Moderate
55,249073,9,1,34,Moderate
36,625263,6,3,15,Moderate
54,418320,6,1,33,Moderate
33,1321060,5,2,12,Moderate
33,461455,8,2,12,Moderate
35,984289,2,0,14,Conservative
39,3782245,3,2,18,Moderate
62,900000,9,2,10,Aggressive
37,656356,3,2,16,Conservative
42,1266570,3,1,21,Conservative
62,2000000,8,2,2,Aggressive
27,451086,6,1,6,Moderate
54,727164,9,3,33,Aggressive
25,1435091,8,1,4,Aggressive
32,813427,4,2,11,Moderate
42,4648907,4,2,21,Moderate
38,231523,10,1,17,Aggressive
69,1211504,3,1,48,Conservative
59,3295528,8,2,38,Aggressive
26,1314592,3,2,5,Moderate
44,196149,1,1,23,Conservative
51,1340578,3,2,30,Conservative
62,900000,1,2,20,Conservative
55,711050,8,1,34,Moderate
34,3757776,2,2,13,Moderate
27,1545634,5,3,6,Aggressive
40,611500,8,0,19,Moderate
46,336895,9,2,25,Moderate
20,1054785,3,2,0,Moderate
33,1056739,8,0,12,Moderate
58,481684,10,0,37,Moderate
44,490643,7,2,23,Moderate
42,495449,4,2,21,Moderate
32,770977,9,0,11,Moderate
39,1341777,7,2,18,Moderate
31,634403,7,1,10,Moderate
62,900000,4,2,10,Moderate
56,811549,1,3,35,Conservative
41,3365416,8,3,20,Aggressive
52,2589005,10,0,31,Aggressive
59,763222,7,0,38,Moderate
62,358259,5,2,41,Moderate
32,1105863,10,2,11,Aggressive
43,677541,7,2,22,Moderate
54,421573,4,3,33,Moderate
46,897820,4,0,25,Conservative
62,350000,10,2,10,Aggressive
54,1223807,9,1,33,Moderate
62,900000,8,1,10,Moderate
50,267255,1,2,29,Conservative
37,156250,9,3,16,Aggressive
65,4944216,4,1,44,Moderate
33,668978,5,1,12,Moderate
31,479780,3,1,10,Conservative
65,1368650,1,3,44,Conservative
49,321152,8,0,28,Moderate
47,358596,10,3,26,Aggressive
22,534273,7,2,1,Moderate
32,524862,6,1,11,Moderate
43,885198,5,2,22,Moderate
29,206170,6,3,8,Moderate
52,806818,2,2,31,Conservative
41,1356100,5,0,20,Moderate
62,900000,6,2,10,Moderate
69,1200509,2,1,48,Conservative
44,2000000,8,1,10,Aggressive
62,900000,6,0,5,Moderate
27,437098,10,2,6,Aggressive
62,2000000,7,0,10,Moderate
32,1534163,4,3,11,Moderate
20,701308,7,3,0,Aggressive
22,475931,5,2,1,Moderate
57,2877606,9,2,36,Aggressive
44,1012456,4,1,23,Moderate
62,673991,7,0,41,Moderate
36,168830,1,1,15,Conservative
46,1250067,9,2,25,Aggressive
24,367475,7,3,3,Aggressive
40,295834,2,0,19,Conservative
20,1128724,3,2,0,Moderate
62,2000000,2,2,10,Moderate
41,2486734,7,2,20,Aggressive
38,179564,1,2,17,Conservative
24,1326589,9,2,3,Aggressive
41,4062908,5,3,20,Aggressive
35,587435,5,3,14,Moderate
39,321144,4,2,18,Moderate
32,358848,5,1,11,Moderate
32,2122215,10,3,11,Aggressive
67,1375377,10,3,46,Aggressive
36,199945,8,0,15,Moderate
42,396257,6,1,21,Moderate
41,420323,7,0,20,Moderate
44,350000,6,2,10,Moderate
64,754927,5,1,43,Moderate
54,635718,1,3,33,Conservative
29,1341684,4,1,8,Moderate
55,292330,8,1,34,Moderate
38,816504,10,2,17,Aggressive
51,2037929,5,2,30,Moderate
41,573542,7,1,20,Moderate
29,870886,2,2,8,Moderate
52,920288,3,2,31,Conservative
37,286965,4,1,16,Conservative
19,773789,3,3,0,Moderate
51,532500,5,0,30,Conservative
56,586258,6,1,35,Moderate
51,4704112,8,2,30,Aggressive
44,303629,8,3,23,Aggressive
50,1030378,2,0,29,Conservative
32,359093,2,2,11,Conservative
18,612541,6,1,0,Moderate
36,636621,8,0,15,Moderate
32,523961,4,0,11,Conservative
29,1130428,5,0,8,Moderate
20,786056,3,2,0,Moderate
42,3502520,2,2,21,Moderate
62,2000000,5,2,5,Moderate
54,510683,2,1,33,Conservative
56,756113,9,3,35,Aggressive
63,784333,5,1,42,Moderate
37,1153721,3,3,16,Moderate
34,3294087,1,3,13,Moderate
25,419530,6,3,4,Moderate
41,1620062,5,0,20,Moderate
35,763321,4,1,14,Moderate
44,350000,7,1,0,Moderate
57,1475827,8,0,36,Moderate
34,3326816,7,1,13,Aggressive
32,1189363,9,2,11,Aggressive
18,1258382,4,1,0,Moderate
19,1776408,8,0,0,Aggressive
49,1688874,1,2,28,Conservative
24,556173,7,2,3,Moderate
56,735742,7,1,35,Moderate
29,3916704,3,3,8,Moderate
59,637470,5,2,38,Moderate
56,568607,9,1,35,Moderate
34,1929852,5,2,13,Moderate
44,781184,7,2,23,Moderate
46,178014,3,3,25,Conservative
44,1380918,5,3,23,Moderate
23,3044732,7,1,2,Aggressive
48,432087,2,0,27,Conservative
41,770828,4,2,20,Moderate
66,666678,1,1,45,Conservative
34,492714,3,0,13,Conservative
19,350598,3,1,0,Conservative
31,413692,9,1,10,Moderate
23,882124,1,2,2,Conservative
25,247925,5,0,4,Moderate
62,900000,10,0,20,Aggressive
29,1285165,8,3,8,Aggressive
62,2000000,6,2,5,Moderate
42,207728,8,0,21,Moderate
37,3881904,4,2,16,Moderate
53,1459863,3,0,32,Conservative
18,990469,5,0,0,Moderate
44,2000000,7,2,5,Aggressive
19,573051,5,1,0,Moderate
26,350000,5,2,10,Moderate
25,2631687,8,2,4,Aggressive
34,333683,6,0,13,Moderate
25,479489,7,0,4,Moderate
67,746949,2,1,46,Conservative
33,1690237,10,1,12,Aggressive
62,157675,5,2,41,Moderate
20,829048,6,2,0,Moderate
47,988475,5,3,26,Moderate
52,327398,6,2,31,Moderate
44,4299201,5,3,23,Aggressive
36,758170,10,2,15,Aggressive
34,237689,7,1,13,Moderate
58,754652,3,1,37,Conservative
41,219509,2,0,20,Conservative
52,3292947,4,2,31,Moderate
42,3447527,6,0,21,Moderate
59,394011,2,3,38,Conservative
49,649859,10,1,28,Aggressive
39,2432739,3,1,18,Moderate
38,722052,4,2,17,Moderate
47,1322883,9,1,26,Moderate
32,733447,7,1,11,Moderate
47,484321,1,0,26,Conservative
44,2000000,9,0,10,Aggressive
44,900000,8,1,5,Moderate
67,3891666,1,3,46,Moderate
54,998187,9,2,33,Aggressive
62,900000,4,1,2,Conservative
67,1495913,7,2,46,Moderate
26,350000,2,2,5,Conservative
44,900000,8,3,10,Aggressive
34,395918,5,2,13,Moderate
26,350000,8,3,10,Aggressive
37,555844,2,2,16,Conservative
26,2000000,6,2,5,Aggressive
29,846257,4,3,8,Moderate
33,430488,5,1,12,Moderate
39,397110,8,1,18,Moderate
42,343305,4,2,21,Moderate
49,2099490,9,2,28,Aggressive
44,2000000,7,0,5,Moderate
20,582153,7,1,0,Moderate
28,530346,2,1,7,Conservative
33,683546,3,0,12,Conservative
65,659534,1,2,44,Conservative
54,832098,9,3,33,Aggressive
31,1172700,5,0,10,Moderate
18,355077,5,1,0,Moderate
36,1325134,8,2,15,Aggressive
38,1790013,10,2,17,Aggressive
20,932381,10,2,0,Aggressive
40,4491201,6,2,19,Aggressive
39,1370357,2,1,18,Conservative
58,813549,9,1,37,Moderate
48,164623,9,2,27,Moderate
69,520675,10,1,48,Aggressive
37,1234494,8,2,16,Aggressive
34,502554,6,1,13,Moderate
53,3104344,3,2,32,Moderate
48,1495521,1,2,27,Conservative
56,581320,2,0,35,Conservative
35,1188044,4,2,14,Moderate
50,2911236,2,3,29,Moderate
41,1928546,9,2,20,Aggressive
22,230388,1,2,1,Conservative
48,3537039,7,1,27,Moderate
21,1307532,8,3,0,Aggressive
62,2622984,10,0,41,Aggressive
23,1770914,6,1,2,Aggressive
44,756932,5,2,23,Moderate
27,625307,4,0,6,Conservative
24,3840045,8,3,3,Aggressive
58,1101342,5,2,37,Moderate
44,689117,2,1,23,Conservative
28,929213,8,0,7,Moderate
65,389040,9,3,44,Aggressive
65,1333949,10,3,44,Aggressive
36,769169,8,1,15,Moderate
54,998402,10,2,33,Aggressive
61,1899532,1,2,40,Conservative
23,2269631,8,2,2,Aggressive
56,882754,8,1,35,Moderate
64,1232076,2,3,43,Conservative
26,350000,9,2,2,Aggressive
49,650599,1,2,28,Conservative
19,440979,1,2,0,Conservative
68,912904,3,1,47,Conservative
44,667958,9,1,23,Moderate
28,1290987,8,1,7,Aggressive
65,1465860,7,3,44,Moderate
33,908731,4,3,12,Moderate
49,1111652,8,1,28,Moderate
58,775772,5,3,37,Moderate
41,828369,2,3,20,Moderate
23,454119,1,2,2,Conservative
43,199692,4,3,22,Moderate
43,799214,7,1,22,Moderate
28,255512,3,1,7,Conservative
31,790323,4,1,10,Moderate
62,900000,4,2,5,Moderate
20,4102602,5,3,0,Aggressive
22,689754,4,2,1,Moderate
19,1242296,5,3,0,Moderate
68,1371164,6,0,47,Moderate
62,900000,10,2,10,Aggressive
29,632930,2,1,8,Conservative
46,477104,1,2,25,Conservative
39,4224510,2,0,18,Conservative
57,867723,10,0,36,Aggressive
56,531843,3,2,35,Conservative
62,2000000,10,2,5,Aggressive
55,256021,6,2,34,Moderate
38,573950,3,2,17,Conservative
38,1367917,9,3,17,Aggressive
50,4026943,1,3,29,Moderate
58,876045,8,2,37,Moderate
31,3624004,7,1,10,Aggressive
35,1662067,3,3,14,Moderate
23,717263,8,1,2,Aggressive
38,1242077,5,2,17,Moderate
44,2000000,4,2,2,Moderate
44,422949,1,2,23,Conservative
62,900000,1,2,0,Conservative
29,682782,10,2,8,Aggressive
49,908770,8,3,28,Aggressive
39,433724,8,1,18,Moderate
62,1413759,8,0,41,Moderate
38,510893,8,1,17,Moderate
52,424887,4,2,31,Conservative
56,895419,1,1,35,Conservative
56,280436,2,3,35,Conservative
66,768719,6,3,45,Moderate
34,1173075,3,3,13,Moderate
37,2633126,2,2,16,Moderate
58,832879,7,0,37,Moderate
36,664601,10,1,15,Aggressive
29,958716,8,3,8,Aggressive
32,483937,10,0,11,Aggressive
36,156727,1,3,15,Conservative
49,426875,1,2,28,Conservative
44,513978,9,0,23,Moderate
38,1156266,8,0,17,Moderate
55,405242,1,2,34,Conservative
62,2000000,8,0,10,Moderate
53,399094,7,1,32,Moderate
36,2296229,3,1,15,Moderate
58,1127414,10,0,37,Aggressive
34,4270164,6,1,13,Moderate
41,950142,7,2,20,Moderate
44,350000,9,0,10,Moderate
56,666620,2,2,35,Conservative
22,2530229,9,2,1,Aggressive
27,797137,8,1,6,Aggressive
40,1048216,1,2,19,Conservative
37,1071379,10,0,16,Aggressive
64,1257601,1,2,43,Conservative
43,294378,10,0,22,Aggressive
35,3624838,8,3,14,Aggressive
32,239688,3,3,11,Moderate
42,315355,8,1,21,Moderate
41,1046706,9,2,20,Aggressive
52,1299847,9,0,31,Moderate
22,1193853,9,1,1,Aggressive
21,325376,9,1,0,Aggressive
56,756477,1,0,35,Conservative
40,577691,3,2,19,Conservative
68,722994,8,1,47,Moderate
46,2120832,6,1,25,Moderate
58,243185,6,1,37,Moderate
50,4750146,6,2,29,Moderate
31,957103,1,2,10,Conservative
51,1781035,4,0,30,Moderate
37,1379184,2,2,16,Conservative
47,291685,8,3,26,Moderate
47,880910,1,3,26,Conservative
32,996051,6,2,11,Moderate
59,1239875,1,3,38,Conservative
39,1474049,5,1,18,Moderate
20,1491137,2,0,0,Conservative
42,765484,2,2,21,Conservative
56,4331680,9,1,35,Aggressive
59,716461,9,0,38,Moderate
24,559226,5,2,3,Moderate
32,559179,8,1,11,Moderate
51,1633115,10,1,30,Aggressive
25,1212652,10,3,4,Aggressive
31,3108238,5,2,10,Moderate
47,1250183,3,0,26,Conservative
62,2000000,5,2,5,Moderate
31,2029087,4,1,10,Moderate
43,2523209,6,1,22,Moderate
40,298738,9,0,19,Moderate
42,1112510,10,3,21,Aggressive
51,551608,10,2,30,Aggressive
29,452609,9,2,8,Aggressive
43,4413079,3,0,22,Moderate
28,663391,8,1,7,Moderate
62,3671466,9,0,41,Aggressive
66,253756,7,3,45,Moderate
40,502617,9,2,19,Aggressive
28,555899,8,1,7,Moderate
42,996328,4,2,21,Moderate
24,812928,6,2,3,Moderate
52,671940,8,2,31,Moderate
62,900000,5,0,10,Moderate
56,187079,5,2,35,Moderate
51,2369145,2,2,30,Moderate
28,650982,5,0,7,Moderate
69,1417658,5,2,48,Moderate
61,182890,6,2,40,Moderate
36,442078,1,3,15,Conservative
44,2000000,7,2,10,Aggressive
44,2000000,8,2,10,Aggressive
62,2000000,8,2,10,Aggressive
47,601895,8,2,26,Moderate
62,350000,1,1,0,Conservative
18,979580,7,1,0,Moderate
35,792257,7,3,14,Aggressive
39,4793760,10,0,18,Aggressive
52,663749,5,0,31,Conservative
48,434880,4,3,27,Moderate
32,652739,1,2,11,Conservative
53,4916434,9,0,32,Aggressive
58,3858002,6,2,37,Moderate
39,2418461,7,0,18,Moderate
40,456896,5,2,19,Moderate
19,369460,5,0,0,Moderate
34,1202196,2,3,13,Moderate
37,2148423,4,3,16,Moderate
50,1157413,6,1,29,Moderate
19,1164841,7,1,0,Moderate
27,1427604,1,0,6,Conservative
48,2790858,4,1,27,Moderate
51,1907650,7,2,30,Aggressive
37,1460282,8,2,16,Aggressive
28,1119385,8,2,7,Aggressive
64,686571,4,2,43,Conservative
44,1379305,1,0,23,Conservative
41,2791649,2,3,20,Moderate
32,857995,1,3,11,Conservative
62,2000000,10,2,20,Aggressive
69,526149,8,0,48,Moderate
44,4825381,6,3,23,Aggressive
48,3274830,5,2,27,Moderate
20,1858010,6,2,0,Aggressive
26,610704,4,0,5,Conservative
31,632280,7,1,10,Moderate
25,629324,8,2,4,Aggressive
54,990588,3,3,33,Moderate
37,1353375,3,1,16,Conservative
37,2463398,9,2,16,Aggressive
44,1306685,5,2,23,Moderate
43,1021000,5,2,22,Moderate
43,432492,8,2,22,Moderate
61,4535976,1,3,40,Moderate
56,200712,9,2,35,Moderate
26,900000,2,1,5,Conservative
36,533025,9,0,15,Moderate
39,213820,7,0,18,Moderate
18,2529277,7,2,0,Aggressive
66,587223,5,2,45,Moderate
38,452097,6,1,17,Moderate
41,740878,10,0,20,Aggressive
46,1014920,4,3,25,Moderate
41,185907,9,1,20,Moderate
22,775837,6,2,1,Moderate
28,226125,8,3,7,Aggressive
38,1446353,6,3,17,Moderate
53,676022,3,0,32,Conservative
53,904997,4,1,32,Conservative
31,216231,9,2,10,Aggressive
62,900000,5,2,5,Moderate
36,1141207,7,1,15,Moderate
50,1108333,10,2,29,Aggressive
57,239484,5,3,36,Moderate
42,2826799,8,2,21,Aggressive
26,350000,6,1,5,Moderate
25,3950700,9,2,4,Aggressive
25,481441,9,2,4,Aggressive
20,650279,1,0,0,Conservative
55,284742,10,3,34,Aggressive
62,900000,7,2,5,Moderate
46,571622,5,2,25,Moderate
19,3772768,6,1,0,Aggressive
23,605704,3,0,2,Conservative
43,923805,7,1,22,Moderate
39,604828,3,1,18,Conservative
56,1019087,6,2,35,Moderate
53,434641,1,0,32,Conservative
58,1283684,8,2,37,Moderate
47,227839,4,0,26,Conservative
59,483148,3,0,38,Conservative
23,677239,5,1,2,Moderate
25,271450,5,2,4,Moderate
44,2000000,3,0,0,Moderate
29,523699,7,2,8,Moderate
19,2569832,7,2,0,Aggressive
26,3474170,8,1,5,Aggressive
36,1392905,10,1,15,Aggressive
29,354041,9,2,8,Aggressive
25,3713852,7,1,4,Aggressive
19,170298,4,3,0,Moderate
62,2000000,8,0,10,Moderate
37,1191451,3,2,16,Moderate
39,794556,4,2,18,Moderate
51,487516,8,1,30,Moderate
65,3652081,7,1,44,Moderate
42,395341,4,2,21,Moderate
59,896584,8,2,38,Moderate
62,2000000,10,2,20,Aggressive
40,871734,10,1,19,Aggressive
28,2764072,9,1,7,Aggressive
62,2000000,8,2,20,Aggressive
22,3430167,9,2,1,Aggressive
36,1937512,9,0,15,Aggressive
68,1168679,10,2,47,Aggressive
40,1415636,2,0,19,Conservative
41,4879236,1,1,20,Conservative
19,1293460,3,0,0,Conservative
43,573651,4,0,22,Conservative
37,447431,6,2,16,Moderate
26,900000,5,2,5,Moderate
62,350000,7,1,5,Moderate
20,2296371,3,3,0,Moderate
59,552627,2,0,38,Conservative
27,505787,2,1,6,Conservative
50,230801,8,0,29,Moderate
59,4243022,3,0,38,Conservative
47,4755464,8,0,26,Moderate
31,4721567,3,1,10,Moderate
39,993510,8,0,18,Moderate
54,492788,3,1,33,Conservative
37,998856,6,1,16,Moderate
69,687660,10,1,48,Aggressive
31,508117,9,2,10,Aggressive
44,1459358,7,2,23,Moderate
34,1502700,6,3,13,Aggressive
47,271804,6,3,26,Moderate
42,423531,10,1,21,Aggressive
54,4400821,7,3,33,Aggressive
58,2813771,3,2,37,Moderate
50,3660566,9,0,29,Aggressive
58,2917257,4,2,37,Moderate
47,657092,9,0,26,Moderate
42,976978,5,2,21,Moderate
18,2063518,5,0,0,Moderate
44,2000000,8,2,10,Aggressive
23,380882,6,2,2,Moderate
26,2000000,10,2,20,Aggressive
56,294841,10,2,35,Aggressive
48,1060690,8,3,27,Aggressive
62,900000,7,2,5,Moderate
58,442797,8,2,37,Moderate
27,955276,7,2,6,Aggressive
44,2000000,8,1,10,Aggressive
62,2000000,6,2,2,Moderate
20,367317,4,3,0,Moderate
54,708241,8,0,33,Moderate
43,1076772,8,3,22,Aggressive
64,222550,9,0,43,Moderate
54,468914,5,2,33,Moderate
59,225531,6,1,38,Moderate
64,1373659,8,2,43,Moderate
68,874239,4,2,47,Moderate
44,654488,6,2,23,Moderate
62,900000,2,2,10,Conservative
43,456338,5,2,22,Moderate
22,686858,6,2,1,Moderate
35,296245,1,3,14,Conservative
42,423326,5,2,21,Moderate
36,880337,5,2,15,Moderate
21,2991660,6,2,0,Aggressive
40,406319,6,0,19,Moderate
62,2000000,9,2,10,Aggressive
44,2000000,7,2,5,Aggressive
25,217305,4,2,4,Moderate
40,3358682,10,1,19,Aggressive
43,457756,8,2,22,Moderate
66,1473832,9,2,45,Aggressive
22,261924,9,2,1,Aggressive
53,4544834,10,2,32,Aggressive
40,2768069,3,2,19,Moderate
65,494605,1,0,44,Conservative
47,1322928,1,2,26,Conservative
54,2466710,4,1,33,Moderate
28,1443425,5,1,7,Moderate
67,3396651,8,1,46,Aggressive
46,1155367,5,1,25,Moderate
39,1284972,7,3,18,Aggressive
34,618097,3,0,13,Conservative
68,153647,10,2,47,Aggressive
24,4361096,4,2,3,Moderate
31,551191,9,2,10,Aggressive
44,2000000,8,1,5,Aggressive
61,3841050,9,2,40,Aggressive
22,597133,9,1,1,Aggressive
25,318391,5,0,4,Moderate
69,931406,9,2,48,Aggressive
41,4298915,10,1,20,Aggressive
32,306663,10,2,11,Aggressive
51,4052590,1,1,30,Conservative
47,730242,1,2,26,Conservative
25,1087933,9,0,4,Aggressive
46,4596367,8,3,25,Aggressive
38,1276545,9,3,17,Aggressive
21,931235,4,2,0,Moderate
63,797251,1,1,42,Conservative
20,4499045,1,1,0,Moderate
57,1219737,2,0,36,Conservative
37,3557261,3,1,16,Moderate
22,806464,3,2,1,Moderate
50,533051,2,2,29,Conservative
44,900000,7,3,10,Aggressive
21,1434805,6,3,0,Aggressive
62,2000000,8,2,10,Aggressive
57,570307,3,0,36,Conservative
23,636155,7,3,2,Aggressive
26,789045,6,1,5,Moderate
62,1490267,10,1,41,Aggressive
44,1813559,9,1,23,Aggressive
49,479395,9,1,28,Moderate
21,1440451,4,0,0,Moderate
31,1383451,8,0,10,Moderate
27,583528,8,0,6,Moderate
20,1329818,1,1,0,Conservative
44,2000000,10,2,20,Aggressive
36,1322419,7,3,15,Aggressive
44,2000000,6,2,10,Aggressive
39,1445391,4,1,18,Moderate
36,883523,3,0,15,Conservative
38,1461334,5,1,17,Moderate
62,2000000,7,1,5,Moderate
22,1585894,8,2,1,Aggressive
69,767417,2,3,48,Conservative
36,1494623,9,1,15,Aggressive
32,475887,7,0,11,Moderate
55,619409,6,3,34,Moderate
44,218947,4,3,23,Moderate
39,657404,1,2,18,Conservative
42,3147336,1,1,21,Conservative
36,255469,7,2,15,Moderate
66,1085098,3,2,45,Conservative
62,350000,9,2,20,Moderate
62,900000,7,2,10,Moderate
47,3401553,3,2,26,Moderate
32,184670,7,2,11,Moderate
56,780647,8,2,35,Moderate
29,469468,8,1,8,Moderate
34,1276538,10,2,13,Aggressive
37,1450087,8,3,16,Aggressive
40,3722854,8,3,19,Aggressive
48,246221,5,2,27,Moderate
39,1639404,1,1,18,Conservative
34,762833,10,1,13,Aggressive
44,4847424,1,2,23,Moderate
52,181697,7,0,31,Moderate
47,2058618,8,0,26,Moderate
32,181353,4,0,11,Conservative
42,673371,6,1,21,Moderate
64,717452,10,2,43,Aggressive
62,2000000,9,2,5,Aggressive
38,1378593,6,1,17,Moderate
36,522580,8,2,15,Moderate
65,4270341,9,1,44,Aggressive
61,1303606,4,1,40,Conservative
51,2572764,7,3,30,Aggressive
31,1467799,8,2,10,Aggressive
44,900000,7,0,2,Moderate
21,3773906,10,3,0,Aggressive
29,674922,5,3,8,Moderate
55,313157,6,1,34,Moderate
33,271999,10,2,12,Aggressive
31,673372,6,2,10,Moderate
53,447666,3,2,32,Conservative
69,1029766,8,0,48,Moderate
33,505446,2,2,12,Conservative
38,1302415,1,2,17,Conservative
24,579354,1,1,3,Conservative
52,363710,5,1,31,Moderate
39,636584,1,0,18,Conservative
50,309761,4,3,29,Moderate
42,431995,2,0,21,Conservative
43,933719,3,1,22,Conservative
53,1343791,9,2,32,Aggressive
33,719264,6,0,12,Moderate
33,4312194,4,0,12,Moderate
46,1653585,1,1,25,Conservative
34,434600,4,2,13,Moderate
44,533878,1,1,23,Conservative
44,2000000,9,2,10,Aggressive
54,584968,7,1,33,Moderate
44,1975758,5,1,23,Moderate
24,985784,5,2,3,Moderate
21,4840000,10,3,0,Aggressive
41,735568,2,2,20,Conservative
43,806326,3,2,22,Moderate
54,309561,8,1,33,Moderate
62,2000000,8,2,5,Aggressive
48,3885738,8,2,27,Aggressive
49,527899,6,3,28,Moderate
37,273750,3,3,16,Moderate
62,350000,9,2,20,Moderate
51,1048418,8,0,30,Moderate
26,778753,8,0,5,Moderate
25,3822456,8,0,4,Aggressive
20,182966,1,3,0,Conservative
38,960716,4,2,17,Moderate
32,1191845,1,1,11,Conservative
32,1291480,6,0,11,Moderate
35,4438524,8,3,14,Aggressive
28,561878,7,3,7,Aggressive
55,1444742,6,0,34,Moderate
64,563963,6,0,43,Moderate
67,948993,2,2,46,Conservative
58,570372,10,0,37,Moderate
56,4550159,2,2,35,Moderate
43,529079,8,1,22,Moderate
40,1415360,7,0,19,Moderate
40,1482954,2,1,19,Conservative
39,1585058,5,2,18,Moderate
42,2548581,9,0,21,Aggressive
43,1101702,6,1,22,Moderate
44,298597,9,3,23,Aggressive
19,575848,4,0,0,Conservative
50,180089,10,0,29,Moderate
56,3360215,10,2,35,Aggressive
55,836017,6,1,34,Moderate
46,706827,4,0,25,Conservative
28,508803,4,0,7,Conservative
28,617483,1,1,7,Conservative
36,3885923,3,2,15,Moderate
34,349739,6,2,13,Moderate
51,261041,10,1,30,Aggressive
44,2000000,6,2,5,Aggressive
40,1249024,3,1,19,Conservative
55,173249,4,2,34,Conservative
32,461737,1,1,11,Conservative
27,1253626,5,1,6,Moderate
42,1334716,2,2,21,Conservative
32,279050,5,2,11,Moderate
55,190888,4,2,34,Conservative
26,500509,1,1,5,Conservative
40,898969,9,0,19,Moderate
43,1126225,4,1,22,Moderate
27,602261,1,1,6,Conservative
29,3396734,5,2,8,Aggressive
37,974811,2,1,16,Conservative
53,719757,5,2,32,Moderate
41,866299,1,2,20,Conservative
22,1352810,8,2,1,Aggressive
35,302130,10,0,14,Aggressive
35,1311088,6,2,14,Moderate
46,195793,5,1,25,Moderate
25,1091749,10,3,4,Aggressive
44,2000000,7,1,10,Aggressive
33,4893049,6,2,12,Aggressive
22,528529,8,3,1,Aggressive
48,1188018,9,2,27,Aggressive
62,900000,3,0,2,Conservative
22,594252,8,0,1,Moderate
44,900000,5,2,10,Moderate
40,531183,5,3,19,Moderate
68,2104126,4,3,47,Moderate
56,4668191,5,2,35,Moderate
37,2050330,1,2,16,Moderate
56,358920,6,2,35,Moderate
37,1257357,4,1,16,Moderate
52,761085,2,2,31,Conservative
38,343111,1,1,17,Conservative
63,2541636,8,0,42,Moderate
55,4590535,5,0,34,Moderate
31,2583401,9,1,10,Aggressive
32,464042,3,3,11,Moderate
34,778459,9,1,13,Aggressive
31,1493865,10,3,10,Aggressive
52,2752098,2,2,31,Moderate
46,922407,8,2,25,Moderate
58,1381522,4,0,37,Conservative
57,1603927,9,1,36,Aggressive
58,575035,3,3,37,Conservative
59,1322760,10,3,38,Aggressive
33,469321,9,2,12,Aggressive
50,359665,6,2,29,Moderate
51,2589709,5,3,30,Moderate
41,446557,2,0,20,Conservative
31,416119,2,3,10,Conservative
22,311307,7,1,1,Moderate
31,412371,5,1,10,Moderate
22,478113,8,1,1,Moderate
47,3364672,5,2,26,Moderate
40,549276,3,1,19,Conservative
43,710821,3,0,22,Conservative
53,761541,1,3,32,Conservative
69,1157364,5,2,48,Moderate
38,2674942,4,1,17,Moderate
43,969018,2,2,22,Conservative
58,568666,2,2,37,Conservative
39,3025437,2,2,18,Moderate
36,2688304,6,1,15,Moderate
62,2000000,8,2,20,Aggressive
41,565159,6,2,20,Moderate
38,1264215,8,3,17,Aggressive
64,1151501,4,1,43,Conservative
22,184326,8,2,1,Aggressive
56,1989020,3,2,35,Moderate
63,264406,4,2,42,Conservative
49,2946908,7,0,28,Moderate
58,948492,9,1,37,Moderate
37,647610,9,1,16,Moderate
50,550423,8,2,29,Moderate
33,1219042,3,3,12,Moderate
22,805623,5,0,1,Moderate
31,960984,6,1,10,Moderate
52,800599,6,1,31,Moderate
40,567156,2,1,19,Conservative
24,790036,6,1,3,Moderate
36,3931629,5,1,15,Moderate
43,3152595,9,2,22,Aggressive
33,484766,1,2,12,Conservative
40,1376395,2,0,19,Conservative
58,1105262,10,3,37,Aggressive
43,2749506,4,3,22,Moderate
59,4799227,9,2,38,Aggressive
63,427843,7,3,42,Moderate
55,873354,4,1,34,Conservative
35,4283178,8,2,14,Aggressive
65,364472,5,1,44,Moderate
65,909888,10,3,44,Aggressive
24,940572,7,2,3,Aggressive
52,3828662,7,2,31,Aggressive
50,429407,1,2,29,Conservative
